hhid,group_id,hhnomembers,gender_hoh,age_hoh,educyears_hoh,readwrite_hoh,noclasspassed_hoh,higheduc_hoh,hhnomembers_above18,hhnomembers_below18,hhreg_muslim,hhreg_christian,hhcaste_fc,hhcaste_bc,hhcaste_mbc,hhcaste_sc_st
123125,154,7,1,48,0,0,1,0,3,4,0,0,0,0,1,0
123161,154,3,1,39,8,1,0,0,3,0,0,0,0,0,0,1
123164,154,2,1,52,10,1,0,0,2,0,0,0,0,0,1,0
123213,161,6,1,47,8,1,0,0,4,2,0,0,0,0,1,0
123223,154,3,1,43,0,0,1,0,3,0,0,0,0,0,0,1
123227,155,3,1,27,11,1,0,0,3,0,0,0,0,0,1,0
123242,161,7,1,59,7,1,0,0,5,2,0,0,0,0,1,0
123245,154,8,1,47,7,1,0,0,5,3,0,0,0,0,0,1
123259,154,5,1,52,18,1,0,1,3,2,0,0,0,0,1,0
123279,156,5,1,33,10,1,0,0,3,2,0,0,0,0,1,0
123292,154,4,1,29,0,0,1,0,2,2,0,0,0,0,1,0
123296,154,7,1,50,7,0,0,0,5,2,0,0,0,1,0,0
123297,155,4,1,59,0,0,1,0,4,0,0,0,0,0,1,0
123302,161,6,0,52,0,0,1,0,4,1,0,1,0,0,1,0
123305,154,2,0,50,7,0,0,0,2,0,0,0,0,0,1,0
123309,154,5,1,34,12,1,0,0,4,1,0,0,0,0,1,0
123313,154,5,1,29,7,1,0,0,2,3,0,0,0,0,1,0
123325,158,4,1,47,7,0,0,0,3,1,0,0,0,0,0,1
123327,156,6,1,60,0,0,1,0,4,2,0,0,0,0,1,0
123341,161,6,1,48,11,1,0,0,4,2,0,0,0,0,1,0
123351,158,4,1,34,11,1,0,0,2,2,0,0,0,0,0,1
123354,158,6,1,49,7,1,0,0,3,3,0,0,0,0,0,1
123358,158,5,1,40,19,1,0,1,3,2,0,0,0,0,1,0
123365,158,5,1,49,0,0,1,0,4,1,0,0,0,0,1,0
123367,158,4,1,49,8,1,0,0,2,2,0,0,0,0,1,0
123380,154,8,1,57,12,1,0,0,7,1,0,0,0,0,1,0
123384,161,9,1,53,19,0,0,1,8,1,0,0,0,0,0,1
123394,158,7,0,44,7,0,0,0,6,1,0,0,0,0,0,1
123398,158,4,1,38,12,1,0,0,3,1,0,0,0,0,0,1
123402,155,4,1,45,18,1,0,1,2,2,0,0,0,1,0,0
123416,156,5,1,44,7,1,0,0,4,1,0,0,0,0,1,0
123419,161,2,0,59,0,0,1,0,2,0,0,0,0,0,1,0
123420,156,5,1,28,10,1,0,0,4,1,0,0,0,0,1,0
123421,156,7,1,34,10,1,0,0,4,3,0,0,0,0,1,0
123424,161,5,1,39,7,0,0,0,4,1,0,0,0,0,1,0
123438,155,5,1,58,7,0,0,0,4,1,0,0,0,0,1,0
123441,158,5,1,60,7,0,0,0,5,0,0,0,0,0,1,0
123444,156,6,0,37,0,0,1,0,2,4,0,0,0,0,1,0
123445,156,4,1,36,10,1,0,0,2,2,0,0,0,0,1,0
123455,156,5,1,49,0,0,1,0,4,1,0,0,0,1,0,0
123472,156,6,1,57,11,1,0,0,6,0,0,0,0,1,0,0
123473,158,2,1,58,11,1,0,0,2,0,0,0,0,1,0,0
123477,158,8,0,55,0,0,1,0,7,1,0,0,0,0,0,1
123479,156,3,1,50,7,0,0,0,3,0,0,0,0,0,1,0
123490,161,8,1,54,7,1,0,0,6,2,0,0,0,0,0,1
123507,158,4,1,73,16,1,0,1,4,0,0,0,0,0,0,1
123508,161,5,1,37,7,1,0,0,2,3,0,0,0,0,0,1
123521,158,11,0,41,7,0,0,0,6,5,0,0,0,0,0,1
123526,158,3,1,32,16,1,0,1,2,1,0,0,0,0,0,1
123536,158,5,1,45,7,0,0,0,3,2,0,0,0,0,0,1
123541,156,4,1,25,8,1,0,0,2,2,0,0,0,0,0,1
123555,156,4,1,51,7,0,0,0,4,0,0,0,0,0,1,0
123556,158,4,1,38,16,1,0,1,2,2,0,0,0,1,0,0
123566,158,10,1,48,13,1,0,0,6,4,0,0,0,0,0,1
123568,156,4,1,26,9,1,0,0,4,0,0,0,0,0,1,0
123571,158,4,1,50,7,0,0,0,4,0,0,0,0,0,0,1
123573,156,3,0,43,0,0,1,0,3,0,0,0,0,0,1,0
123576,158,5,1,24,11,1,0,0,4,1,0,0,0,0,0,1
123582,156,4,1,45,7,0,0,0,4,0,0,0,0,0,1,0
123584,154,6,1,43,14,1,0,0,3,3,0,0,0,0,1,0
123590,158,4,1,55,0,1,1,0,3,1,0,0,0,0,0,1
123593,156,5,1,35,8,1,0,0,2,3,0,0,0,0,1,0
123605,154,5,0,29,16,1,0,1,2,3,0,0,0,0,1,0
123618,158,6,0,31,11,1,0,0,2,4,0,0,0,0,1,0
123622,158,2,1,59,0,0,1,0,2,0,0,0,0,0,1,0
123632,158,1,0,40,0,0,1,0,1,0,0,0,0,0,1,0
123636,152,4,1,28,12,1,0,0,2,2,0,0,0,0,1,0
123640,158,1,0,56,0,0,1,0,1,0,0,0,0,0,1,0
123675,154,8,1,57,12,1,0,0,7,1,0,0,0,0,1,0
123684,158,4,1,46,13,1,0,0,2,2,0,0,1,0,0,0
123703,154,4,0,28,10,1,0,0,1,3,0,0,0,1,0,0
123705,161,3,0,30,19,1,0,1,1,2,0,0,0,1,0,0
123732,156,4,1,40,11,1,0,0,3,1,0,0,0,0,1,0
123768,155,11,1,59,10,1,0,0,6,3,0,0,0,0,1,0
123787,158,7,1,41,11,1,0,0,4,3,0,0,0,1,0,0
123797,161,3,0,50,7,1,0,0,3,0,0,0,0,1,0,0
123823,160,2,0,56,7,0,0,0,2,0,0,0,0,1,0,0
123833,152,4,1,65,0,0,1,0,3,1,0,0,0,0,1,0
123837,152,7,1,75,7,0,0,0,4,3,0,0,0,1,0,0
123840,152,4,1,59,11,1,0,0,3,1,0,0,0,0,1,0
123866,152,5,1,57,10,1,0,0,4,1,0,0,0,0,1,0
123871,156,4,1,37,7,0,0,0,2,2,0,0,0,0,1,0
123884,158,7,1,46,7,1,0,0,7,0,0,0,0,0,1,0
123900,160,6,1,39,0,0,1,0,2,3,0,1,0,0,0,1
123901,160,5,1,52,10,1,0,0,5,0,0,1,0,0,0,1
123906,158,6,1,54,0,0,1,0,5,1,0,0,0,0,1,0
124161,158,8,1,40,7,0,0,0,5,3,0,0,0,0,1,0
124173,156,3,1,55,7,0,0,0,2,1,0,0,0,0,1,0
124176,158,5,0,59,7,1,0,0,4,1,0,0,0,0,1,0
124177,158,4,0,40,0,0,1,0,4,0,0,0,0,0,1,0
124182,156,7,0,32,14,1,0,0,4,3,0,0,0,0,1,0
124183,156,3,0,31,7,0,0,0,1,2,0,0,0,1,0,0
124192,156,4,1,34,11,1,0,0,2,2,0,0,0,0,1,0
124203,152,6,1,40,18,1,0,1,2,4,0,0,0,0,0,1
124207,158,5,1,55,7,1,0,0,4,1,0,0,0,0,1,0
124215,152,4,1,28,13,1,0,0,2,2,0,0,0,0,0,1
124216,152,3,1,29,13,1,0,0,3,0,0,0,0,0,0,1
124222,161,5,1,43,14,1,0,0,2,3,0,0,0,0,0,1
124234,161,3,1,51,12,1,0,0,3,0,0,0,0,0,1,0
124237,161,5,1,49,10,1,0,0,4,1,0,0,0,0,0,1
124256,158,7,1,49,7,1,0,0,3,4,0,0,0,1,0,0
124265,161,3,1,47,12,1,0,0,2,1,0,0,0,1,0,0
124301,156,4,1,69,7,0,0,0,4,0,0,0,0,0,1,0
124318,156,4,1,27,0,0,1,0,2,2,0,0,0,0,1,0
124328,161,6,0,59,7,1,0,0,4,2,0,0,0,1,0,0
124348,156,6,1,44,7,0,0,0,4,2,0,0,0,0,1,0
124350,161,1,0,37,7,0,0,0,1,0,0,0,0,0,1,0
124361,160,5,0,28,7,0,0,0,2,3,0,0,0,0,0,1
124382,152,2,1,70,7,0,0,0,2,0,0,0,0,0,1,0
124401,160,4,1,39,7,1,0,0,2,2,0,0,0,0,0,1
124413,160,5,0,35,7,0,0,0,2,3,0,0,0,0,0,1
124417,160,6,0,42,7,0,0,0,4,2,0,0,0,0,0,1
124420,161,4,1,48,7,1,0,0,2,2,0,0,0,0,1,0
124428,161,9,1,49,13,1,0,0,7,3,0,0,0,0,0,1
124435,156,6,1,45,9,1,0,0,6,0,0,0,0,0,1,0
124446,160,6,1,29,7,0,0,0,2,4,0,0,0,0,0,1
124455,156,6,1,34,12,1,0,0,5,1,0,0,0,0,1,0
124458,156,3,1,52,9,1,0,0,3,0,0,0,0,0,1,0
124476,161,2,1,85,0,0,1,0,2,0,0,0,0,0,0,1
124478,160,5,1,47,7,1,0,0,3,2,0,0,0,0,0,1
124491,156,4,1,59,9,0,0,0,4,0,0,0,0,0,1,0
124507,156,4,1,46,0,0,1,0,3,1,0,0,0,0,1,0
124523,156,2,1,34,9,1,0,0,2,0,0,0,0,0,1,0
124529,156,2,1,74,0,0,1,0,2,0,0,0,0,0,0,1
124530,152,4,1,56,0,0,1,0,4,0,0,0,0,1,0,0
124534,160,5,1,41,10,1,0,0,2,3,0,1,0,1,0,0
124551,156,4,1,38,19,1,0,1,2,2,0,0,0,0,0,1
124625,160,5,1,35,11,1,0,0,2,3,0,1,0,0,0,1
124626,160,6,1,28,12,1,0,0,4,2,0,0,0,0,0,1
124793,161,4,0,44,11,1,0,0,4,0,0,0,0,0,1,0
124799,156,3,1,65,7,1,0,0,3,0,0,0,0,0,0,1
124809,160,7,1,31,7,0,0,0,4,3,0,0,0,0,1,0
124811,161,5,1,46,9,1,0,0,3,2,0,0,0,1,0,0
124814,160,3,1,27,14,1,0,0,3,0,0,0,0,0,1,0
124818,161,2,1,70,7,1,0,0,2,0,0,0,0,0,0,1
124829,161,5,1,31,7,0,0,0,2,3,0,0,0,0,0,1
124831,161,4,1,60,7,1,0,0,4,0,0,0,0,0,0,1
124832,156,5,1,45,12,1,0,0,3,2,0,0,0,0,1,0
124863,160,5,0,32,10,1,0,0,2,3,0,0,0,0,0,1
124866,161,4,1,45,10,1,0,0,3,1,0,0,0,0,1,0
124868,160,9,0,41,7,0,0,0,6,3,0,0,0,0,0,1
124871,160,8,1,33,10,1,0,0,3,5,0,0,0,0,0,1
124877,161,1,0,56,0,0,1,0,1,0,0,0,0,0,1,0
124878,161,4,0,30,7,0,0,0,2,2,0,0,0,0,1,0
124892,156,5,1,54,7,1,0,0,5,0,0,0,0,0,1,0
124907,161,3,1,27,16,1,0,1,2,1,0,1,0,0,1,0
124913,160,6,0,51,10,1,0,0,5,1,0,0,0,0,1,0
124925,156,5,1,55,7,0,0,0,4,1,0,0,0,0,1,0
124928,160,6,0,42,7,0,0,0,3,3,0,0,0,0,1,0
124963,160,3,0,65,0,0,1,0,2,1,0,1,0,1,0,0
124975,160,2,1,62,7,0,0,0,2,0,0,0,0,0,1,0
125008,160,4,1,43,11,1,0,0,3,1,0,0,0,0,1,0
125015,160,3,0,56,7,0,0,0,3,0,0,0,0,1,0,0
125017,160,6,1,35,11,1,0,0,2,4,0,0,0,0,1,0
125026,160,5,1,75,7,0,0,0,3,2,0,1,0,0,0,1
125032,161,6,0,39,0,0,1,0,4,2,0,0,0,0,0,1
125047,161,5,1,33,16,1,0,1,4,1,0,0,0,0,0,1
125052,161,2,1,60,0,0,1,0,2,0,0,0,0,0,0,1
125055,158,2,1,75,7,0,0,0,2,0,0,0,0,1,0,0
125059,158,6,0,35,14,1,0,0,4,2,0,0,0,1,0,0
125066,156,3,1,59,8,1,0,0,3,0,0,0,0,0,1,0
125076,156,3,1,44,7,0,0,0,3,0,0,0,0,0,1,0
125089,156,4,0,25,12,1,0,0,2,2,0,0,0,0,1,0
125101,161,2,1,70,7,1,0,0,2,0,0,0,0,0,1,0
125106,161,2,0,43,7,1,0,0,1,1,0,0,0,0,1,0
125119,158,7,1,56,9,1,0,0,7,0,0,0,0,0,1,0
125133,158,4,0,34,11,1,0,0,2,2,0,0,0,0,1,0
125141,161,2,0,44,7,0,0,0,1,1,1,0,0,1,0,0
125150,160,2,1,60,7,1,0,0,2,0,0,1,0,0,0,1
125162,160,2,1,65,8,1,0,0,2,0,0,1,0,0,0,1
125206,160,6,0,65,7,0,0,0,4,2,0,1,0,0,0,1
125217,160,4,1,36,7,1,0,0,2,2,0,1,0,1,0,0
125226,160,4,1,41,16,1,0,1,2,2,0,1,0,1,0,0
125253,160,5,0,38,9,0,0,0,5,0,0,0,0,0,1,0
125274,158,3,1,37,16,1,0,1,2,1,0,0,0,0,1,0
125327,158,1,0,69,0,0,1,0,1,0,0,0,0,0,1,0
125368,175,3,0,39,7,1,0,0,2,1,0,0,0,1,0,0
125661,179,3,1,46,7,1,0,0,3,0,0,0,0,1,0,0
125792,179,5,1,35,0,0,1,0,2,3,0,0,0,0,1,0
125793,179,6,1,49,0,0,1,0,6,0,0,0,0,0,1,0
125800,179,4,1,32,7,1,0,0,2,2,0,0,0,0,1,0
125810,179,5,1,45,10,1,0,0,5,0,0,0,0,0,1,0
125819,179,5,0,45,0,0,1,0,3,2,0,0,0,0,1,0
125821,179,1,0,64,0,0,1,0,1,0,0,0,0,0,1,0
125838,176,6,1,54,7,1,0,0,6,0,0,0,0,0,1,0
125850,179,5,1,51,0,0,1,0,4,1,0,0,0,0,0,1
125852,170,2,1,57,7,1,0,0,2,0,1,0,0,1,0,0
125855,170,4,1,30,10,1,0,0,2,2,0,0,0,0,1,0
125858,170,4,1,39,0,0,1,0,2,2,0,0,0,0,1,0
125928,170,3,1,50,12,1,0,0,2,1,1,0,0,1,0,0
127638,144,9,1,35,14,1,0,0,5,4,0,0,0,0,1,0
127642,144,4,1,39,12,1,0,0,2,2,0,0,0,0,1,0
127674,144,3,1,35,10,1,0,0,2,1,0,0,0,0,1,0
127676,144,4,1,42,16,1,0,1,2,2,0,0,0,0,0,1
127747,133,4,1,43,18,1,0,1,2,2,0,0,0,1,0,0
127772,133,4,1,51,11,1,0,0,2,2,0,0,0,1,0,0
127774,133,3,1,52,13,1,0,0,3,0,0,0,0,1,0,0
127789,133,4,1,30,10,1,0,0,2,2,0,0,0,0,1,0
127844,133,5,0,45,0,0,1,0,5,0,0,0,0,1,0,0
127849,135,4,0,40,7,0,0,0,3,1,0,0,0,1,0,0
127858,133,2,0,40,0,0,1,0,2,0,0,0,0,1,0,0
127868,135,4,0,36,11,1,0,0,2,2,0,0,0,0,1,0
127870,135,7,0,35,7,1,0,0,5,2,0,0,0,0,1,0
127875,135,8,1,59,7,0,0,0,6,2,0,0,0,1,0,0
127876,135,5,1,35,7,1,0,0,2,3,0,0,0,0,1,0
127881,135,4,1,59,0,0,1,0,3,1,0,0,0,0,1,0
127885,135,6,1,50,0,0,1,0,5,1,0,0,0,0,1,0
127897,135,3,1,71,0,0,1,0,3,0,0,0,0,0,0,1
127901,135,7,1,65,0,0,1,0,5,2,0,0,0,0,0,1
127946,135,4,0,41,11,1,0,0,4,0,0,0,0,1,0,0
127947,135,5,1,29,9,1,0,0,4,1,0,0,0,1,0,0
127954,135,4,1,46,14,1,0,0,2,2,0,0,0,1,0,0
127956,135,7,1,50,0,0,1,0,5,2,0,0,0,0,0,1
127977,73,6,1,36,14,1,0,0,4,2,0,1,0,1,0,0
127981,89,6,1,54,7,1,0,0,6,0,0,0,0,0,0,1
127982,89,5,1,40,10,1,0,0,3,2,0,0,0,0,0,1
127997,135,6,1,36,16,1,0,1,5,1,0,0,0,1,0,0
128001,89,4,0,29,9,1,0,0,2,2,0,0,0,0,0,1
128012,89,5,1,45,7,0,0,0,5,0,0,0,0,0,1,0
128014,89,5,1,44,9,1,0,0,4,1,0,0,0,0,1,0
128019,89,3,0,56,0,0,1,0,3,0,0,0,0,0,1,0
128021,89,4,1,28,10,1,0,0,4,0,0,0,0,1,0,0
128022,73,4,1,29,9,1,0,0,3,1,0,0,0,0,0,1
128023,135,7,1,35,14,1,0,0,6,1,0,0,0,1,0,0
128037,133,3,1,67,7,0,0,0,3,0,0,0,0,1,0,0
128043,135,5,0,75,0,0,1,0,3,2,0,0,0,1,0,0
128047,135,8,1,45,9,1,0,0,4,4,0,0,0,1,0,0
128048,73,5,1,33,12,1,0,0,2,3,0,0,0,0,1,0
128050,73,5,1,52,8,1,0,0,2,3,0,0,0,0,1,0
128052,135,9,0,36,11,1,0,0,9,0,0,0,0,1,0,0
128054,133,1,1,31,11,1,0,0,1,0,0,0,0,0,0,1
128062,73,9,1,52,10,1,0,0,8,1,0,0,0,0,0,1
128076,135,3,1,75,7,1,0,0,2,1,0,0,0,1,0,0
128080,73,5,1,46,11,1,0,0,3,2,0,0,0,1,0,0
128087,73,6,1,31,11,1,0,0,4,2,0,0,0,0,0,1
128090,135,4,1,53,12,1,0,0,4,0,0,0,0,1,0,0
128094,133,4,1,60,7,1,0,0,4,0,0,0,0,0,0,1
128099,133,4,1,45,7,0,0,0,2,2,0,0,0,1,0,0
128102,73,4,1,46,11,1,0,0,2,2,0,0,0,0,1,0
128106,73,5,1,45,14,1,0,0,2,3,0,0,0,1,0,0
128109,73,5,1,52,7,1,0,0,5,0,0,0,0,0,1,0
128113,73,3,1,57,8,1,0,0,3,0,0,0,0,1,0,0
128115,73,2,1,37,0,0,1,0,2,0,0,0,0,1,0,0
128120,73,4,0,52,12,1,0,0,3,1,0,0,0,1,0,0
128123,73,6,0,44,7,0,0,0,5,2,0,0,0,0,1,0
128132,73,5,1,35,10,1,0,0,3,2,0,0,0,0,1,0
128143,89,5,1,53,19,1,0,1,4,1,0,0,0,0,0,1
128147,89,4,1,47,0,0,1,0,4,0,0,0,0,0,0,1
128150,89,5,1,44,11,1,0,0,3,2,0,0,0,0,1,0
128152,89,3,0,56,10,1,0,0,3,0,0,0,0,1,0,0
128154,89,7,1,36,13,1,0,0,4,3,0,0,0,0,1,0
128156,89,5,1,52,14,1,0,0,4,1,0,0,0,0,1,0
128161,133,2,0,50,7,1,0,0,2,0,0,0,0,1,0,0
128327,135,5,1,46,16,1,0,1,3,2,0,0,0,1,0,0
128328,135,4,1,38,13,1,0,0,2,2,0,0,0,1,0,0
128329,135,6,0,59,0,0,1,0,5,1,0,0,0,1,0,0
128334,135,7,1,52,7,0,0,0,7,0,0,0,0,1,0,0
128344,89,5,1,64,7,0,0,0,4,1,1,0,0,1,0,0
128345,89,5,0,36,7,0,0,0,3,2,1,0,0,1,0,0
128347,89,3,1,52,12,1,0,0,3,0,0,0,0,0,1,0
128349,89,2,1,61,18,1,0,1,2,0,0,0,1,0,0,0
128355,73,5,1,50,19,1,0,1,2,3,0,0,0,0,1,0
128359,73,5,1,72,12,1,0,0,5,0,0,0,0,1,0,0
128361,73,4,1,35,11,1,0,0,2,2,0,0,0,0,0,1
128366,139,9,1,45,0,0,1,0,4,5,0,0,0,0,0,1
128386,73,4,1,57,10,1,0,0,4,0,0,1,0,1,0,0
128393,73,6,1,35,10,1,0,0,3,3,0,1,0,1,0,0
128402,73,6,1,60,8,1,0,0,4,2,1,0,0,1,0,0
128409,89,4,1,41,16,1,0,1,2,2,0,0,0,0,1,0
128415,89,5,1,60,11,1,0,0,3,2,0,0,0,1,0,0
128419,89,6,1,59,7,1,0,0,5,1,0,0,0,0,0,1
128431,139,3,1,47,8,1,0,0,3,0,0,0,0,1,0,0
128443,139,4,1,62,12,1,0,0,4,0,0,0,0,0,1,0
128454,139,6,0,60,0,0,1,0,3,3,0,0,0,0,0,1
128460,139,5,1,55,7,1,0,0,5,0,0,0,0,0,0,1
128462,139,2,0,60,12,1,0,0,2,0,0,0,0,1,0,0
128463,135,4,0,37,0,0,1,0,4,0,0,0,0,0,0,1
128464,135,6,1,43,18,1,0,1,4,2,0,0,0,1,0,0
128469,135,5,1,53,7,1,0,0,5,0,0,0,0,1,0,0
128470,135,5,1,64,0,0,1,0,4,1,0,0,0,1,0,0
128471,135,4,1,49,12,1,0,0,4,0,0,0,0,1,0,0
128473,135,6,0,42,11,1,0,0,5,1,0,0,0,1,0,0
128477,135,3,1,70,7,1,0,0,3,0,0,0,0,1,0,0
128478,135,5,1,32,10,1,0,0,4,1,0,0,0,1,0,0
128483,89,5,1,66,10,1,0,0,5,0,0,0,0,0,1,0
128493,89,7,0,44,9,1,0,0,6,1,1,0,1,0,0,0
128496,89,2,1,30,14,1,0,0,2,0,0,0,0,1,0,0
128498,89,8,1,55,7,0,0,0,2,6,1,0,0,1,0,0
128499,89,3,0,49,0,0,1,0,3,0,0,0,0,1,0,0
128506,73,2,1,49,12,1,0,0,2,0,0,1,0,0,1,0
128509,73,4,1,79,10,1,0,0,4,0,0,1,1,0,0,0
128515,73,5,1,38,11,1,0,0,2,3,0,1,0,0,0,1
128516,73,4,1,50,7,1,0,0,2,2,0,0,0,0,0,1
128518,139,1,1,62,7,1,0,0,1,0,0,0,0,1,0,0
128521,139,5,0,40,11,1,0,0,5,0,0,0,0,0,0,1
128527,89,4,1,60,7,1,0,0,3,1,1,0,1,0,0,0
128528,89,2,0,39,7,1,0,0,1,1,1,0,0,1,0,0
128529,89,6,1,59,7,1,0,0,4,2,1,0,0,1,0,0
128530,89,4,0,34,7,1,0,0,3,1,1,0,0,1,0,0
128531,89,4,1,27,11,1,0,0,2,2,0,0,0,1,0,0
128532,89,3,1,67,10,1,0,0,3,0,0,0,0,1,0,0
128534,89,5,0,39,9,0,0,0,3,2,0,0,0,1,0,0
128548,73,8,1,45,7,0,0,0,7,1,0,0,0,0,0,1
128556,73,6,0,36,10,1,0,0,2,4,0,1,0,1,0,0
128557,73,5,1,46,10,1,0,0,4,1,0,1,0,1,0,0
128571,73,6,0,38,7,1,0,0,3,3,1,0,0,1,0,0
128576,89,9,0,45,7,0,0,0,6,3,0,0,0,0,1,0
128577,89,6,1,42,7,0,0,0,2,4,0,0,0,0,1,0
128579,89,7,1,42,16,1,0,1,4,3,0,0,0,0,1,0
128580,89,3,0,21,10,1,0,0,1,2,0,0,0,0,0,1
128585,89,3,1,65,7,0,0,0,2,1,0,0,0,0,0,1
128586,89,5,0,39,7,1,0,0,3,2,0,0,0,0,0,1
128592,89,4,1,57,12,1,0,0,4,0,0,0,0,0,1,0
128593,139,4,1,51,7,0,0,0,4,0,0,0,0,1,0,0
128609,139,6,1,38,11,1,0,0,3,3,0,0,0,1,0,0
128619,139,2,0,42,0,0,1,0,2,0,0,0,0,1,0,0
128622,139,4,1,34,7,1,0,0,3,1,0,0,0,1,0,0
128661,139,3,1,51,10,1,0,0,3,0,0,0,0,0,0,1
128662,139,3,0,44,0,0,1,0,3,0,0,0,0,0,0,1
128670,139,4,1,40,9,1,0,0,2,2,0,0,0,1,0,0
128687,82,2,0,55,0,0,1,0,2,0,0,0,0,0,1,0
128691,139,8,1,42,19,1,0,1,4,4,0,0,0,1,0,0
128692,139,4,0,36,7,0,0,0,2,2,0,0,0,1,0,0
128719,139,4,0,36,12,1,0,0,2,2,0,0,0,1,0,0
128730,139,6,1,55,16,1,0,1,6,0,0,0,0,0,1,0
128738,139,2,1,44,0,0,1,0,2,0,0,0,0,1,0,0
128762,139,5,0,40,9,1,0,0,5,0,0,0,0,1,0,0
128767,139,3,0,46,0,0,1,0,3,0,0,1,0,1,0,0
128777,139,4,1,45,7,0,0,0,2,2,0,0,0,0,0,1
128785,139,6,0,50,8,1,0,0,5,1,0,0,0,0,1,0
128800,139,4,1,67,7,1,0,0,2,2,0,0,0,0,1,0
128813,82,4,1,58,7,1,0,0,4,0,0,0,0,1,0,0
128821,82,4,1,25,7,0,0,0,2,2,0,0,0,0,1,0
128825,82,5,1,50,11,1,0,0,5,0,0,0,0,1,0,0
128829,82,5,1,45,11,1,0,0,4,1,0,0,0,0,0,1
128860,139,2,1,70,7,1,0,0,2,0,0,0,0,1,0,0
129303,139,5,1,33,11,1,0,0,5,0,0,0,0,1,0,0
129323,139,5,1,29,11,1,0,0,3,2,0,1,0,1,0,0
129338,80,10,1,40,7,0,0,0,2,8,0,0,0,0,1,0
129348,80,7,1,64,9,1,0,0,5,2,0,0,0,1,0,0
129353,80,5,1,34,7,1,0,0,2,3,0,0,0,1,0,0
129356,80,5,1,51,7,1,0,0,2,3,0,0,0,1,0,0
129357,80,6,1,31,7,1,0,0,2,4,0,0,0,1,0,0
129362,80,7,0,35,0,0,1,0,3,4,0,0,0,0,0,1
129371,80,7,1,47,11,1,0,0,3,4,0,0,0,0,0,1
129376,80,2,1,44,9,1,0,0,2,0,0,0,0,1,0,0
129377,80,7,1,50,0,0,1,0,6,1,0,0,0,0,0,1
129379,80,4,1,32,0,0,1,0,2,2,0,0,0,1,0,0
129383,80,6,1,35,7,1,0,0,4,2,0,0,0,0,0,1
129386,80,5,1,45,12,1,0,0,4,1,0,0,0,0,0,1
129387,80,3,0,32,10,1,0,0,1,2,0,0,0,0,0,1
129410,73,13,1,68,7,1,0,0,11,2,0,0,0,0,1,0
129422,73,5,1,43,11,1,0,0,2,3,0,0,0,0,1,0
129441,73,6,1,49,7,0,0,0,3,3,0,0,0,0,0,1
129453,73,5,0,27,0,0,1,0,2,3,0,0,0,0,0,1
129527,73,4,1,29,10,1,0,0,2,2,0,0,0,0,0,1
129528,73,7,0,42,0,0,1,0,2,5,0,0,0,0,0,1
129605,1,5,1,32,7,1,0,0,3,2,0,0,0,1,0,0
129607,1,4,1,34,7,1,0,0,2,2,0,0,0,0,0,1
129610,139,6,1,66,0,0,1,0,5,1,0,0,0,0,1,0
129612,139,4,1,34,12,1,0,0,4,0,0,0,0,0,1,0
129646,82,4,1,52,9,1,0,0,4,0,0,0,0,1,0,0
129647,82,3,1,34,16,1,0,1,2,1,0,0,0,0,1,0
129652,80,5,1,48,9,1,0,0,3,2,0,0,0,1,0,0
129657,80,6,1,43,18,1,0,1,3,3,0,0,0,0,0,1
129689,139,4,1,41,10,1,0,0,2,2,0,1,0,1,0,0
129696,139,4,1,35,10,1,0,0,2,2,0,0,0,1,0,0
129702,82,5,1,42,7,0,0,0,2,3,0,0,0,1,0,0
129703,82,2,1,65,7,0,0,0,2,0,0,0,0,1,0,0
129707,80,12,1,61,18,1,0,1,8,4,0,0,0,0,0,1
129712,80,10,0,62,0,0,1,0,6,4,0,0,0,0,0,1
129723,80,4,1,58,7,1,0,0,3,1,0,0,0,0,0,1
129724,80,9,1,44,0,0,1,0,5,4,0,0,0,0,0,1
129726,80,5,0,32,7,1,0,0,3,2,0,0,0,1,0,0
129727,80,6,1,59,12,1,0,0,5,1,0,0,0,1,0,0
129728,80,4,1,29,7,1,0,0,2,2,0,0,0,1,0,0
129729,80,6,1,45,7,1,0,0,4,2,0,0,0,1,0,0
129730,80,5,0,36,0,0,1,0,5,0,0,0,0,0,1,0
129743,80,6,1,31,0,0,1,0,3,3,0,0,0,1,0,0
129786,139,4,1,53,10,1,0,0,4,0,0,0,0,1,0,0
129792,82,4,1,40,9,1,0,0,2,2,0,0,0,1,0,0
129799,80,4,1,40,9,1,0,0,2,2,0,0,0,1,0,0
129806,82,3,1,62,7,0,0,0,3,0,0,0,0,1,0,0
129816,82,5,1,59,0,0,1,0,4,1,0,0,0,1,0,0
129821,82,4,1,35,12,1,0,0,3,1,0,0,0,1,0,0
129824,82,2,0,60,0,0,1,0,2,0,0,0,0,1,0,0
129843,82,3,1,53,7,0,0,0,2,1,0,0,0,1,0,0
129858,80,6,1,39,7,1,0,0,3,3,0,0,0,0,0,1
129862,80,5,0,38,0,0,1,0,3,2,0,0,0,1,0,0
129865,80,2,1,49,0,0,1,0,2,0,0,0,0,1,0,0
129868,80,3,1,60,0,0,1,0,3,0,0,0,0,1,0,0
129871,135,4,1,58,12,1,0,0,4,0,0,0,0,0,0,1
129879,139,3,0,46,0,0,1,0,3,0,0,1,0,1,0,0
129886,139,4,1,50,11,1,0,0,4,0,0,0,1,0,0,0
129887,139,4,1,50,13,1,0,0,2,2,0,0,0,0,1,0
