hhid,group_id,hhnomembers,gender_hoh,age_hoh,educyears_hoh,readwrite_hoh,noclasspassed_hoh,higheduc_hoh,hhnomembers_above18,hhnomembers_below18,hhreg_muslim,hhreg_christian,hhcaste_fc,hhcaste_bc,hhcaste_mbc,hhcaste_sc_st
117887,146,7,1,51,10,1,0,0,6,1,0,0,0,0,0,1
117889,167,4,1,51,7,1,0,0,4,0,0,0,0,0,1,0
117923,176,4,1,36,11,1,0,0,2,2,0,0,0,1,0,0
117925,167,4,1,48,9,1,0,0,2,2,0,0,0,0,1,0
117941,147,7,1,57,10,1,0,0,5,2,0,0,0,0,1,0
117966,175,5,1,39,16,1,0,1,2,3,0,0,0,0,1,0
117968,175,4,1,44,10,1,0,0,2,2,0,1,0,1,0,0
117976,176,9,1,61,11,1,0,0,6,3,0,0,0,1,0,0
117994,175,6,1,59,7,1,0,0,6,0,0,0,0,1,0,0
117995,157,1,0,52,10,0,0,0,1,0,0,0,0,1,0,0
118017,175,4,1,37,7,0,0,0,2,2,0,0,0,1,0,0
118034,147,5,1,52,12,1,0,0,3,2,0,0,0,0,1,0
118056,167,4,1,54,7,1,0,0,3,1,0,0,0,0,1,0
118061,146,4,1,35,11,1,0,0,2,2,0,0,0,0,1,0
118071,146,4,1,46,7,1,0,0,2,2,0,0,0,0,1,0
118077,146,3,1,62,0,0,1,0,3,0,0,0,0,0,1,0
118078,147,4,1,51,13,1,0,0,4,0,0,0,0,0,1,0
118079,157,2,0,37,7,0,0,0,1,1,0,0,0,1,0,0
118080,175,5,1,47,7,1,0,0,2,3,0,0,0,0,1,0
118081,157,2,1,64,12,1,0,0,2,0,0,0,0,0,1,0
118088,146,6,1,44,11,1,0,0,4,2,0,0,0,0,1,0
118092,166,6,1,30,10,1,0,0,3,3,0,0,0,0,0,1
118102,146,4,1,55,7,0,0,0,4,0,0,0,0,0,1,0
118109,146,2,0,51,0,0,1,0,0,0,0,0,0,0,1,0
118115,175,5,1,30,7,0,0,0,2,3,0,0,0,0,0,1
118129,157,1,0,54,7,1,0,0,1,0,0,0,0,0,1,0
118131,175,5,1,40,7,1,0,0,3,2,0,0,0,0,0,1
118152,175,6,1,34,9,1,0,0,2,4,0,0,0,0,0,1
118169,146,6,1,65,8,1,0,0,4,2,0,0,0,0,1,0
118185,172,1,0,50,7,0,0,0,1,0,0,0,0,1,0,0
118201,147,3,0,34,7,0,0,0,1,2,0,0,0,0,1,0
118216,147,3,1,64,7,1,0,0,3,0,0,0,0,1,0,0
118222,146,7,1,59,0,0,1,0,5,2,0,0,0,0,0,1
118227,175,6,1,37,9,1,0,0,3,3,0,0,0,0,1,0
118231,172,5,1,27,10,1,0,0,5,0,0,0,0,0,1,0
118233,146,7,1,34,7,1,0,0,3,4,0,0,0,1,0,0
118239,172,5,1,35,7,0,0,0,3,2,0,0,0,0,1,0
118241,172,5,1,52,19,1,0,1,3,2,0,0,0,1,0,0
118245,172,4,1,55,7,1,0,0,4,0,0,0,0,0,1,0
118246,166,4,1,32,14,1,0,0,2,2,0,0,0,1,0,0
118248,172,4,1,54,7,1,0,0,4,0,0,0,0,0,1,0
118266,166,6,1,37,9,1,0,0,4,2,0,0,0,1,0,0
118290,172,5,1,45,0,0,1,0,4,1,0,0,0,0,1,0
118301,175,6,0,44,0,0,1,0,4,2,0,0,0,0,1,0
118308,175,3,1,70,0,0,1,0,3,0,0,0,0,0,1,0
118311,179,5,1,33,9,1,0,0,2,3,0,0,0,0,0,1
118345,146,6,1,28,8,1,0,0,4,2,0,0,0,0,0,1
118352,157,2,1,67,12,1,0,0,2,0,0,0,0,0,1,0
118383,172,7,1,62,11,1,0,0,6,1,0,0,0,1,0,0
118433,172,2,1,59,0,0,1,0,2,0,0,0,0,0,0,1
118434,172,5,1,30,16,1,0,1,4,1,0,0,0,1,0,0
118443,147,4,1,59,18,1,0,1,3,1,0,0,0,0,1,0
118482,172,6,1,34,7,0,0,0,4,2,0,0,0,0,1,0
118488,172,3,0,49,0,0,1,0,3,0,0,0,0,0,1,0
118500,172,5,0,28,11,1,0,0,2,3,0,0,0,0,1,0
118513,172,4,1,56,12,1,0,0,4,0,0,0,0,1,0,0
118526,147,5,1,73,0,0,1,0,4,1,0,0,0,0,1,0
118828,178,3,0,28,13,1,0,0,1,2,0,0,0,0,0,1
118916,178,3,1,40,0,0,1,0,3,0,0,0,0,0,0,1
118934,178,4,1,54,7,0,0,0,2,2,0,0,0,0,0,1
119091,180,3,1,48,7,0,0,0,3,0,0,0,0,1,0,0
119123,180,5,0,46,0,0,1,0,5,0,0,0,0,0,1,0
119181,172,5,0,29,7,0,0,0,2,3,0,0,0,0,1,0
119193,172,5,1,42,13,1,0,0,3,2,0,0,0,0,1,0
119226,146,6,1,45,7,0,0,0,5,1,0,0,0,0,1,0
119230,143,4,1,34,7,0,0,0,2,2,0,0,0,0,1,0
119233,172,8,1,58,8,0,0,0,5,3,0,0,0,1,0,0
119262,172,5,1,40,14,1,0,0,3,2,0,0,0,1,0,0
119264,146,3,0,44,8,1,0,0,3,0,0,0,0,0,1,0
119281,172,5,1,36,0,0,1,0,2,3,0,0,0,0,1,0
119290,172,4,1,32,7,1,0,0,3,1,0,0,0,0,1,0
119292,172,4,1,44,7,1,0,0,2,2,0,0,0,1,0,0
119307,172,4,1,38,10,1,0,0,2,2,0,0,0,1,0,0
119319,147,5,1,33,18,1,0,1,4,1,0,0,0,0,1,0
119322,146,7,1,56,12,1,0,0,6,1,0,0,0,0,0,1
119326,146,3,1,56,12,1,0,0,3,0,0,0,0,0,0,1
119361,172,4,0,38,0,0,1,0,3,1,0,0,0,0,1,0
119365,172,2,1,40,7,0,0,0,2,0,0,0,0,0,1,0
119366,172,2,1,74,9,1,0,0,2,0,0,0,0,1,0,0
119387,147,4,1,46,0,0,1,0,2,2,0,0,0,0,1,0
119389,143,7,1,55,0,0,1,0,5,2,0,0,0,0,1,0
119395,146,3,1,26,11,1,0,0,2,1,0,0,0,0,0,1
119398,172,8,1,54,10,1,0,0,6,2,0,0,0,1,0,0
119411,143,3,0,35,0,0,1,0,1,2,0,0,0,0,1,0
119412,172,8,0,46,7,0,0,0,4,4,1,0,0,1,0,0
119414,172,5,1,54,0,0,1,0,4,1,0,0,0,0,1,0
119438,143,5,1,56,0,0,1,0,3,2,0,0,0,0,1,0
119446,147,3,1,49,10,0,0,0,3,0,0,0,0,0,1,0
119459,143,1,0,55,0,0,1,0,1,0,0,0,0,0,1,0
119470,172,3,1,34,7,0,0,0,2,1,0,0,0,0,1,0
119473,172,3,1,29,11,1,0,0,2,1,0,0,0,0,1,0
119478,143,3,1,28,13,1,0,0,2,1,0,0,0,0,0,1
119488,172,6,1,46,7,1,0,0,6,0,0,0,0,0,1,0
119516,172,3,1,45,16,1,0,1,2,1,0,0,0,0,1,0
119529,172,7,1,75,7,1,0,0,5,2,0,0,0,0,1,0
119578,177,4,1,40,13,1,0,0,2,2,0,0,0,0,1,0
119599,172,3,1,62,9,1,0,0,3,0,0,0,0,0,0,1
119612,172,6,0,28,7,0,0,0,3,3,0,0,0,0,1,0
119615,178,10,1,36,9,1,0,0,5,4,0,0,0,1,0,0
119622,178,7,1,33,16,1,0,1,4,3,0,0,0,1,0,0
119626,178,9,1,39,7,1,0,0,7,2,0,0,0,1,0,0
119630,172,4,1,38,7,1,0,0,2,2,0,0,0,0,1,0
119634,178,4,1,54,9,1,0,0,4,0,0,0,0,1,0,0
119639,172,6,1,47,10,1,0,0,6,0,0,0,0,0,1,0
119640,177,4,1,60,8,1,0,0,3,1,0,0,0,0,1,0
119655,172,6,1,44,0,0,1,0,3,3,0,0,0,0,1,0
119666,178,4,1,42,7,1,0,0,2,2,0,0,,,,
119669,172,5,1,31,9,1,0,0,4,1,0,0,0,0,1,0
119684,143,8,1,45,11,1,0,0,6,2,0,0,0,0,1,0
119687,178,5,0,60,0,0,1,0,3,2,0,0,0,0,1,0
119692,178,4,1,66,0,0,1,0,4,0,0,0,0,0,1,0
119694,178,6,1,30,7,1,0,0,2,3,0,0,0,0,1,0
119707,177,5,1,66,16,1,0,1,5,0,0,0,0,1,0,0
119708,177,8,0,57,9,1,0,0,6,2,0,0,0,1,0,0
119720,178,6,1,48,7,1,0,0,5,1,0,0,0,1,0,0
119727,143,5,0,35,0,0,1,0,2,3,0,0,0,0,1,0
119747,143,5,0,32,0,0,1,0,3,2,0,0,0,0,1,0
119776,143,3,0,53,0,0,1,0,2,1,0,0,0,0,1,0
119778,143,5,1,41,7,0,0,0,2,3,0,0,0,0,1,0
119799,178,5,1,45,9,1,0,0,4,1,0,0,0,0,0,1
119802,178,3,1,26,7,0,0,0,3,0,0,0,0,0,0,1
119803,143,5,1,40,13,1,0,0,2,3,0,0,0,0,1,0
119813,143,4,1,59,9,1,0,0,4,0,0,0,0,0,1,0
119814,143,1,0,60,0,0,1,0,1,0,1,0,0,1,0,0
119816,178,9,1,30,9,1,0,0,6,3,0,0,0,1,0,0
119819,143,7,1,46,8,0,0,0,5,2,0,0,0,0,1,0
119831,172,4,1,39,8,1,0,0,2,2,0,1,0,1,0,0
119835,143,4,1,31,7,0,0,0,2,2,0,0,0,0,1,0
119844,177,2,1,63,7,0,0,0,2,0,0,0,0,1,0,0
119856,177,11,0,50,12,1,0,0,6,5,0,0,0,0,0,1
119860,178,6,1,48,8,1,0,0,3,3,0,0,0,1,0,0
119870,178,1,0,46,0,0,1,0,1,0,0,0,0,0,0,1
119872,177,6,1,45,11,1,0,0,3,3,0,0,0,0,1,0
119884,143,4,1,33,18,1,0,1,2,2,0,0,0,0,1,0
119897,143,4,1,61,8,1,0,0,4,0,0,0,0,0,1,0
119929,177,5,0,60,0,0,1,0,1,4,0,0,0,1,0,0
119930,143,4,1,49,11,1,0,0,2,2,0,0,0,0,1,0
119939,143,6,1,44,7,0,0,0,4,2,0,0,0,0,0,1
119956,178,5,1,35,11,1,0,0,3,2,0,0,0,1,0,0
119970,177,4,1,50,7,0,0,0,2,2,0,0,0,0,0,1
119983,143,3,0,58,0,0,1,0,3,0,0,0,0,0,1,0
119991,178,4,1,44,13,1,0,0,2,2,0,0,0,1,0,0
119995,143,3,1,35,11,1,0,0,3,0,0,0,0,0,1,0
119997,141,6,1,63,7,0,0,0,5,1,0,0,0,0,1,0
120013,177,6,1,65,0,0,1,0,5,1,0,0,0,0,0,1
120018,178,6,0,61,7,0,0,0,5,1,1,0,0,1,0,0
120021,177,8,1,43,13,1,0,0,3,5,0,0,0,0,0,1
120023,146,5,1,36,11,1,0,0,2,3,0,0,0,0,1,0
120025,143,7,1,39,0,0,1,0,3,4,0,0,0,0,0,1
120056,177,4,0,56,12,1,0,0,3,1,0,0,0,0,1,0
120063,178,4,0,45,7,0,0,0,3,1,0,0,0,1,0,0
120071,177,1,0,41,0,0,1,0,1,0,0,0,0,0,0,1
120088,178,4,1,50,12,1,0,0,3,1,1,0,0,1,0,0
120096,178,6,1,52,9,1,0,0,5,1,0,0,0,1,0,0
120101,178,2,0,63,10,1,0,0,2,0,0,0,0,1,0,0
120104,178,5,1,62,13,1,0,0,5,1,0,0,0,1,0,0
120113,141,6,0,54,0,0,1,0,4,2,0,0,0,0,1,0
120115,141,6,1,45,0,0,1,0,4,2,0,0,0,0,1,0
120141,143,7,1,41,0,0,1,0,4,3,0,0,0,0,0,1
120146,143,8,1,56,0,0,1,0,6,2,0,0,0,0,0,1
120169,143,6,0,43,0,0,1,0,4,2,0,0,0,0,0,1
120184,141,6,1,29,7,1,0,0,4,2,0,0,0,0,1,0
120185,177,5,1,48,9,1,0,0,2,3,0,0,0,1,0,0
120197,177,2,1,31,10,0,0,0,2,0,0,0,0,1,0,0
120243,141,5,1,30,14,1,0,0,3,2,0,0,0,0,1,0
120247,143,5,1,29,0,0,1,0,2,3,0,0,0,0,0,1
120254,143,2,1,45,0,0,1,0,2,0,0,0,0,0,0,1
120256,143,3,0,39,7,0,0,0,3,0,0,0,0,0,1,0
120263,141,8,1,57,0,0,1,0,6,2,0,0,0,0,1,0
120267,178,3,1,44,0,1,1,0,2,1,0,0,0,0,1,0
120270,178,6,0,33,11,1,0,0,1,5,1,0,0,1,0,0
120271,141,5,1,37,11,1,0,0,3,2,0,0,0,0,1,0
120273,143,4,0,37,0,0,1,0,2,2,0,0,0,0,1,0
120282,143,4,1,62,0,0,1,0,3,1,0,0,0,0,1,0
120297,177,5,1,40,10,1,0,0,2,3,0,0,0,1,0,0
120304,143,7,1,36,0,0,1,0,2,5,0,0,0,0,0,1
120307,177,4,1,41,7,0,0,0,2,2,0,0,0,0,1,0
120319,178,3,1,37,7,0,0,0,2,1,0,0,0,0,1,0
120320,143,6,1,62,0,0,1,0,4,2,0,0,0,0,0,1
120325,178,7,1,41,11,1,0,0,5,2,0,0,0,1,0,0
120339,178,3,1,34,7,0,0,0,2,1,0,0,0,0,1,0
120341,178,5,1,45,7,0,0,0,4,1,0,0,0,0,1,0
120342,177,4,1,29,9,1,0,0,2,2,0,0,0,1,0,0
120363,177,5,1,63,7,1,0,0,5,0,0,0,0,1,0,0
120368,177,8,1,36,7,0,0,0,6,2,0,0,0,1,0,0
120386,177,5,1,42,14,1,0,0,3,2,0,0,0,0,1,0
120457,177,6,1,60,7,1,0,0,4,2,0,0,0,1,0,0
120519,175,3,1,25,8,1,0,0,2,1,0,0,0,1,0,0
120521,178,4,1,42,0,0,1,0,2,2,0,0,0,1,0,0
120523,178,2,1,59,0,0,1,0,2,0,0,0,0,0,1,0
120558,178,2,1,26,7,0,0,0,2,0,0,0,0,0,1,0
120559,177,5,1,35,14,1,0,0,3,2,0,0,0,0,0,1
120568,143,7,1,57,18,1,0,1,4,3,0,0,0,0,1,0
120578,143,7,1,43,7,0,0,0,2,5,0,0,0,0,0,1
120582,166,5,1,51,7,1,0,0,5,0,0,0,0,1,0,0
120600,178,4,1,48,11,1,0,0,3,1,1,0,0,1,0,0
120603,178,5,1,62,11,1,0,0,4,1,1,0,0,1,0,0
120630,177,10,1,84,0,0,1,0,7,3,0,1,0,1,0,0
120636,178,4,1,42,14,1,0,0,2,2,0,0,0,0,1,0
120658,178,2,1,44,0,0,1,0,2,0,0,0,0,0,1,0
120677,178,4,1,44,7,0,0,0,4,0,0,0,0,0,0,1
120682,177,2,1,55,13,1,0,0,2,0,0,1,0,1,0,0
120687,178,10,1,35,18,1,0,1,6,4,0,0,0,0,0,1
120692,178,5,1,27,10,1,0,0,2,3,0,0,0,0,1,0
120715,177,3,1,47,9,1,0,0,3,0,0,0,0,1,0,0
120717,177,5,1,71,7,1,0,0,3,2,0,0,0,0,1,0
120746,141,4,1,29,7,1,0,0,2,2,0,0,0,0,0,1
120749,175,2,1,62,7,1,0,0,3,0,0,0,0,0,0,1
120758,178,2,0,46,0,0,1,0,2,0,0,0,0,1,0,0
120764,143,5,0,34,10,1,0,0,4,1,0,0,0,0,1,0
120817,143,4,1,38,7,0,0,0,2,2,0,0,0,0,1,0
120824,177,2,0,46,0,0,1,0,2,0,0,0,0,1,0,0
120858,177,4,1,47,10,1,0,0,4,0,0,0,0,1,0,0
120870,178,4,1,43,10,1,0,0,2,2,0,0,0,0,1,0
120879,143,7,1,86,7,1,0,0,4,3,0,0,0,0,1,0
120893,143,3,0,26,12,1,0,0,2,1,0,0,0,0,1,0
120930,177,6,1,40,11,1,0,0,4,2,0,0,0,0,0,1
120943,146,4,0,22,14,1,0,0,3,1,0,0,0,0,0,1
120959,154,5,1,56,14,1,0,0,5,0,0,0,0,0,1,0
120961,177,5,1,53,7,0,0,0,5,0,0,0,0,1,0,0
120981,154,4,1,49,13,1,0,0,3,1,0,0,0,0,1,0
120984,175,6,1,56,7,1,0,0,4,2,0,0,0,0,0,1
120999,177,4,1,50,0,0,1,0,2,2,0,0,0,0,0,1
121003,177,4,1,31,9,1,0,0,2,2,0,0,0,0,0,1
121007,177,6,1,33,7,1,0,0,4,2,0,0,0,0,1,0
121018,177,6,1,47,0,0,1,0,6,0,0,1,0,1,0,0
121020,177,6,1,25,11,1,0,0,6,0,1,0,0,1,0,0
121023,141,4,0,28,0,0,1,0,2,2,0,0,0,1,0,0
121026,141,4,1,33,7,1,0,0,2,2,0,0,0,1,0,0
121035,177,7,1,40,12,1,0,0,3,4,0,1,0,1,0,0
121068,141,6,1,41,9,1,0,0,3,3,0,0,0,0,0,1
121082,177,5,1,36,10,1,0,0,2,3,0,1,0,1,0,0
121095,177,5,1,31,7,1,0,0,2,3,0,0,0,1,0,0
121112,177,5,1,38,0,0,1,0,3,2,0,0,0,0,0,1
121135,155,5,1,38,0,0,1,0,5,0,0,0,0,0,1,0
121142,154,6,1,35,13,1,0,0,3,3,0,0,0,0,1,0
121143,180,7,1,51,7,1,0,0,6,1,1,0,0,1,0,0
121157,180,5,1,49,10,1,0,0,4,1,0,0,0,0,1,0
121166,180,5,1,48,10,1,0,0,5,0,0,0,0,0,0,1
121172,180,5,1,64,0,0,1,0,4,1,0,0,0,0,0,1
121184,178,6,1,50,11,1,0,0,4,2,0,0,0,1,0,0
121186,178,10,1,40,7,0,0,0,5,5,0,0,0,0,1,0
121263,180,6,1,35,0,0,1,0,3,3,0,0,0,0,0,1
121265,155,2,0,56,7,0,0,0,2,0,0,0,0,0,0,1
121267,155,7,1,43,0,0,1,0,2,5,0,0,0,0,0,1
121273,143,7,1,40,7,1,0,0,2,4,0,0,0,1,0,0
121275,141,4,1,62,8,1,0,0,4,0,0,0,0,0,1,0
121295,180,5,1,29,12,1,0,0,4,1,0,0,0,0,0,1
121305,143,2,0,57,0,0,1,0,1,1,0,0,0,0,1,0
121327,141,4,1,80,0,0,1,0,3,1,0,0,0,0,1,0
121329,141,5,0,46,7,0,0,0,3,2,0,0,0,0,1,0
121347,181,4,1,39,7,0,0,0,2,2,0,0,0,0,1,0
121351,180,6,1,39,7,0,0,0,3,3,0,0,0,0,0,1
121358,181,4,1,72,7,1,0,0,3,1,0,0,0,0,1,0
121367,181,4,1,27,9,1,0,0,3,1,0,0,0,1,0,0
121388,154,4,1,60,11,1,0,0,4,0,0,0,0,0,1,0
121396,154,3,1,51,11,1,0,0,3,0,0,0,0,0,1,0
121402,141,2,1,43,7,1,0,0,2,0,0,0,0,1,0,0
121424,155,3,0,37,0,0,1,0,1,2,0,0,0,0,0,1
121432,155,3,1,41,14,1,0,0,2,1,0,0,0,0,0,1
121454,154,5,1,69,19,1,0,1,4,1,0,0,0,0,1,0
121457,155,5,1,58,11,1,0,0,3,2,0,0,0,0,1,0
121458,154,5,1,33,7,0,0,0,2,3,0,0,0,0,1,0
121464,160,4,1,49,9,0,0,0,3,1,0,1,0,1,0,0
121476,160,3,1,61,12,1,0,0,3,0,0,1,0,1,0,0
121478,160,9,1,42,19,1,0,1,7,2,0,1,0,1,0,0
121481,160,4,1,54,7,1,0,0,4,0,0,1,0,1,0,0
121497,160,3,0,57,7,1,0,0,3,0,0,1,0,1,0,0
121918,154,4,1,39,11,1,0,0,2,2,0,0,0,0,1,0
121920,154,5,1,34,13,1,0,0,3,2,0,0,0,1,0,0
121921,154,7,1,47,7,0,0,0,5,2,0,0,0,0,1,0
121922,141,3,0,31,0,0,1,0,3,0,0,0,0,1,0,0
121924,141,4,1,30,7,0,0,0,2,2,0,0,0,1,0,0
121926,141,3,1,26,10,1,0,0,2,1,0,0,0,1,0,0
121928,141,6,1,30,11,1,0,0,4,2,0,0,0,0,1,0
121940,141,4,1,44,10,1,0,0,2,2,0,0,0,0,1,0
121952,180,7,1,69,0,0,1,0,5,2,0,0,0,0,1,0
121960,141,2,1,54,7,0,0,0,2,0,0,0,0,0,1,0
121972,181,4,1,32,12,1,0,0,2,2,0,0,0,0,0,1
121981,180,6,0,51,0,0,1,0,3,3,0,0,0,0,1,0
121982,155,2,0,57,0,0,1,0,2,0,0,0,0,0,1,0
121986,155,4,1,56,7,1,0,0,4,0,0,0,0,1,0,0
121987,180,5,1,39,0,0,1,0,3,2,0,0,0,0,1,0
121988,155,1,0,70,0,0,1,0,1,0,0,0,0,0,0,1
121994,155,5,1,47,9,1,0,0,3,2,0,0,0,0,1,0
121996,180,2,0,44,7,1,0,0,2,0,0,0,0,0,0,1
122005,155,4,1,43,14,1,0,0,2,2,0,0,0,0,1,0
122017,155,7,1,54,8,1,0,0,6,1,0,0,0,0,1,0
122021,155,2,1,59,10,1,0,0,2,0,0,0,0,0,1,0
122031,155,5,0,35,10,1,0,0,2,3,0,0,0,0,1,0
122041,155,6,0,65,0,0,1,0,5,1,0,0,0,0,1,0
122052,154,6,0,55,0,0,1,0,5,1,0,0,0,1,0,0
122067,181,7,1,40,11,1,0,0,5,2,0,0,0,0,1,0
122070,155,4,1,43,7,0,0,0,3,1,0,0,0,0,1,0
122075,155,3,1,59,7,0,0,0,3,0,0,0,0,0,1,0
122076,181,4,1,49,7,1,0,0,2,2,0,0,0,1,0,0
122087,181,3,1,59,19,1,0,1,2,1,0,0,0,1,0,0
122136,180,10,1,56,0,0,1,0,6,4,0,1,0,1,0,0
122141,180,1,0,53,7,0,0,0,1,0,0,1,0,1,0,0
122147,155,6,1,39,12,1,0,0,3,3,0,0,0,0,0,1
122157,154,7,1,52,7,1,0,0,6,1,0,0,0,0,1,0
122172,155,9,0,55,12,1,0,0,5,4,0,0,0,0,1,0
122200,181,6,1,50,7,0,0,0,5,1,0,0,0,1,0,0
122210,155,5,1,52,12,1,0,0,5,0,0,0,0,0,1,0
122218,181,3,1,31,9,1,0,0,2,1,0,0,0,1,0,0
122225,181,7,1,53,7,1,0,0,4,3,0,0,0,1,0,0
122231,155,3,1,28,19,1,0,1,3,0,0,0,0,1,0,0
122246,155,4,0,44,7,1,0,0,3,1,0,0,0,0,1,0
122270,154,6,1,54,7,1,0,0,5,1,0,0,0,0,1,0
122278,180,2,1,64,10,1,0,0,2,0,0,0,0,0,1,0
122304,181,2,0,45,0,0,1,0,2,0,0,0,,,,
122318,155,4,1,60,12,1,0,0,4,0,0,0,0,0,1,0
122325,154,4,0,60,0,0,1,0,3,1,0,0,0,0,1,0
122328,155,5,1,38,7,0,0,0,2,3,0,0,0,0,0,1
122331,155,1,0,65,0,0,1,0,1,0,0,0,0,0,1,0
122340,181,9,1,27,10,1,0,0,7,2,0,0,0,0,1,0
122341,181,7,1,39,7,0,0,0,5,2,0,0,0,0,0,1
122344,155,3,1,43,9,1,0,0,2,1,0,0,0,0,0,1
122345,155,10,1,37,12,1,0,0,6,4,0,0,0,0,1,0
122350,181,9,1,53,8,1,0,0,6,3,0,0,0,0,1,0
122357,181,6,1,53,0,0,1,0,4,2,0,0,0,0,1,0
122360,181,4,1,28,12,1,0,0,2,2,0,0,0,0,1,0
122365,181,2,1,55,0,0,1,0,2,0,0,0,0,0,1,0
122373,155,6,1,46,7,0,0,0,3,3,0,0,0,0,1,0
122382,155,4,0,40,7,0,0,0,4,0,0,0,0,0,1,0
122384,181,6,1,55,7,1,0,0,3,3,0,0,0,0,1,0
122392,154,2,1,30,11,1,0,0,2,0,0,0,0,0,1,0
122393,181,6,1,44,0,0,1,0,5,1,0,0,0,0,1,0
122414,181,9,1,44,7,0,0,0,5,4,0,0,0,0,1,0
122415,154,5,1,52,7,0,0,0,4,1,0,0,0,0,1,0
122425,155,5,1,37,11,1,0,0,2,3,0,0,0,0,1,0
122432,154,4,1,25,7,1,0,0,2,2,0,0,0,0,1,0
122434,155,4,1,38,16,1,0,1,2,2,0,0,0,0,1,0
122444,181,5,1,39,9,1,0,0,3,2,0,0,0,1,0,0
122453,154,3,1,64,7,0,0,0,3,0,0,0,0,0,1,0
122464,154,3,0,35,11,1,0,0,3,0,0,0,0,1,0,0
122472,181,6,1,25,8,1,0,0,3,3,0,0,0,0,1,0
122490,155,4,0,44,0,0,1,0,3,1,0,0,0,0,1,0
122494,181,5,1,51,18,1,0,1,3,2,0,0,0,0,1,0
122510,181,7,1,37,7,1,0,0,3,4,0,0,0,1,0,0
122534,155,3,1,28,14,1,0,0,2,1,0,0,0,0,1,0
122555,155,4,1,40,0,0,1,0,2,2,0,0,0,0,1,0
122557,141,3,1,48,7,1,0,0,2,1,0,0,0,1,0,0
122564,141,4,0,36,7,0,0,0,1,3,0,0,0,1,0,0
122566,141,2,1,63,9,1,0,0,2,0,0,0,0,0,1,0
122574,181,7,1,32,9,1,0,0,4,3,0,0,0,0,1,0
122576,155,3,1,56,12,1,0,0,3,0,0,0,0,0,1,0
122580,154,6,1,41,9,1,0,0,3,3,0,0,0,1,0,0
122584,154,2,1,56,11,1,0,0,2,0,0,0,0,0,1,0
122594,181,4,1,27,12,1,0,0,2,2,0,0,0,0,1,0
122607,181,3,0,40,7,0,0,0,3,0,0,0,0,1,0,0
122618,141,2,0,26,14,1,0,0,2,0,0,0,0,1,0,0
122621,141,5,1,28,8,1,0,0,2,3,0,0,0,1,0,0
122630,154,7,0,50,0,0,1,0,4,3,0,0,0,0,0,1
122650,141,5,1,31,0,1,1,0,2,3,0,0,0,1,0,0
122655,181,4,1,60,18,1,0,1,3,1,0,0,0,1,0,0
122662,141,6,1,40,0,0,1,0,3,3,0,0,0,1,0,0
122677,181,4,1,33,16,1,0,1,2,2,0,0,0,0,1,0
122685,154,5,1,30,7,1,0,0,4,1,0,0,0,0,1,0
122687,154,3,1,58,10,1,0,0,3,0,0,0,0,0,1,0
122688,141,5,1,38,11,1,0,0,3,2,0,0,0,1,0,0
122691,181,5,1,36,7,0,0,0,2,3,0,0,0,0,1,0
122695,154,6,1,60,12,1,0,0,4,2,0,0,0,0,1,0
122703,154,4,1,31,10,1,0,0,2,2,0,0,0,0,1,0
122705,154,6,1,40,7,0,0,0,3,3,0,0,0,0,1,0
122712,155,6,0,40,0,0,1,0,5,1,0,1,0,1,0,0
122723,181,5,1,60,7,1,0,0,5,0,0,0,0,0,1,0
122725,181,4,1,45,8,1,0,0,2,2,0,0,0,0,0,1
122726,181,3,1,40,10,1,0,0,2,1,0,0,0,0,0,1
122727,181,5,1,56,7,1,0,0,4,1,0,0,0,0,1,0
122728,180,3,1,56,7,1,0,0,3,0,0,0,0,0,1,0
122733,180,4,1,44,7,1,0,0,4,0,0,0,0,1,0,0
122734,181,4,1,38,0,0,1,0,2,2,0,0,0,1,0,0
122751,180,4,1,50,7,1,0,0,2,2,0,1,0,1,0,0
122766,180,7,1,37,7,1,0,0,4,3,0,0,0,0,0,1
122783,180,7,1,41,10,1,0,0,4,3,0,0,0,1,0,0
122786,180,3,1,37,18,1,0,1,3,0,0,0,0,0,0,1
122797,180,4,1,55,9,1,0,0,3,1,0,0,0,0,0,1
122809,180,2,1,23,12,1,0,0,2,0,0,0,0,1,0,0
122810,180,5,1,52,14,1,0,0,5,0,0,0,0,0,1,0
122818,180,10,1,59,0,0,1,0,6,4,0,0,0,0,0,1
122820,180,5,0,32,9,1,0,0,2,3,0,0,0,0,1,0
122823,180,3,1,60,0,0,1,0,3,0,0,0,0,1,0,0
122830,180,5,1,32,0,0,1,0,2,3,0,0,0,0,0,1
122833,180,6,1,28,7,1,0,0,4,2,0,0,0,0,0,1
122834,180,6,1,32,7,1,0,0,3,3,0,0,0,0,0,1
122843,180,2,1,53,0,0,1,0,2,0,0,1,0,1,0,0
122845,180,5,1,29,11,1,0,0,3,2,0,0,0,0,1,0
122877,160,6,0,38,0,0,1,0,5,1,0,0,0,0,0,1
122889,160,4,0,37,0,0,1,0,4,0,0,0,0,1,0,0
122896,160,6,1,30,7,0,0,0,2,4,0,0,0,0,0,1
122907,160,4,1,44,11,1,0,0,3,1,0,0,0,0,0,1
122908,160,4,0,27,0,0,1,0,2,2,0,0,0,0,0,1
122909,160,6,1,79,9,1,0,0,5,1,0,0,0,0,0,1
123074,161,5,1,47,11,1,0,0,4,1,0,0,0,0,0,1
123094,161,4,1,49,0,0,1,0,3,1,0,0,0,0,0,1
